id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,has_review,estimated_revenue,minimum_nights_category,price_category,availability_category,month,season
31983299,62257044,Khlong Toei,13.73598,100.55756,Entire home/apt,1621,5,54,2022-12-13,1.15,56,166,22,1,322579,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
31991551,115758511,Khlong Toei,13.72652,100.56558,Hotel room,1800,1,13,2022-10-07,0.28,22,360,4,1,9000,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),10.0,Low Season
31997230,8613539,Parthum Wan,13.74444,100.54896,Entire home/apt,3000,28,2,2020-02-08,0.04,10,169,0,1,588000,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),2.0,High Season
31722774,237964445,Saphan Sung,13.7752,100.67887,Private room,550,1,0,,0.0,1,270,0,0,52250,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),,Unknown
31724085,206813866,Vadhana,13.74425,100.55442,Hotel room,5800,1,0,,0.0,2,365,0,0,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
32002478,6086785,Khlong Toei,13.71553,100.59025,Private room,850,3,0,,0.0,1,87,0,0,236300,Pendek (1-7 hari),Rendah,Rendah (<100 hari),,Unknown
31724389,70728816,Ratchathewi,13.74955,100.55685,Entire home/apt,1800,60,15,2021-10-31,0.31,6,145,0,1,396000,Panjang (>30 hari),Sedang,Sedang (100-300 hari),10.0,Low Season
32007323,20133201,Ratchathewi,13.7511,100.55529,Entire home/apt,1408,2,56,2022-11-24,1.19,33,303,2,1,87296,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),11.0,High Season
31726360,237987815,Bangkok Noi,13.77432,100.48019,Entire home/apt,6000,25,0,,0.0,1,179,0,0,1116000,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),,Unknown
32023366,7208534,Pom Prap Sattru Phai,13.75111,100.51035,Private room,1400,1,73,2022-12-18,1.55,5,150,20,1,301000,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
31728028,12884020,Suanluang,13.71042,100.63325,Private room,1200,28,0,,0.0,8,365,0,0,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),,Unknown
32024308,166559468,Ratchathewi,13.75131,100.55644,Entire home/apt,1497,30,0,,0.0,13,365,0,0,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),,Unknown
31728831,225511492,Phra Khanong,13.68707,100.6355,Private room,1000,28,1,2019-01-26,0.02,1,364,0,1,1000,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),1.0,High Season
31731273,131270916,Khlong San,13.71918,100.49314,Entire home/apt,1300,29,23,2022-01-03,0.49,33,343,1,1,28600,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),1.0,High Season
31760101,45415593,Chatu Chak,13.80501,100.55713,Entire home/apt,3500,30,0,,0.0,10,6,0,0,1256500,Sedang (8-30 hari),Tinggi,Rendah (<100 hari),,Unknown
31760511,231411686,Huai Khwang,13.74885,100.57852,Entire home/apt,950,180,0,,0.0,1,302,0,0,59850,Panjang (>30 hari),Rendah,Tinggi (>300 hari),,Unknown
31763957,14534087,Bang Kho laen,13.70617,100.50592,Entire home/apt,1200,30,1,2019-09-07,0.02,1,57,0,1,369600,Sedang (8-30 hari),Sedang,Rendah (<100 hari),9.0,Low Season
31554006,137426624,Khlong Toei,13.72157,100.58041,Entire home/apt,1900,2,1,2019-02-13,0.02,2,180,0,1,351500,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),2.0,High Season
31554082,177055784,Huai Khwang,13.78108,100.57482,Entire home/apt,1239,1,48,2020-02-25,1.0,18,365,0,1,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),2.0,High Season
31764152,229643033,Bang Rak,13.72679,100.52113,Private room,950,1,11,2022-12-24,0.23,3,86,1,1,265050,Pendek (1-7 hari),Rendah,Rendah (<100 hari),12.0,High Season
31554280,137426624,Suanluang,13.73757,100.64147,Entire home/apt,1800,2,0,,0.0,2,179,0,0,334800,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),,Unknown
31556470,225093265,Din Daeng,13.79769,100.57174,Private room,950,1,59,2020-01-26,1.23,1,2,0,1,344850,Pendek (1-7 hari),Rendah,Rendah (<100 hari),1.0,High Season
31556788,236306083,Ratchathewi,13.75937,100.54029,Private room,1600,1,25,2022-11-19,0.52,6,141,1,1,358400,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),11.0,High Season
31565011,236594311,Bang Na,13.66017,100.63029,Entire home/apt,866,20,0,,0.0,1,363,0,0,1732,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),,Unknown
31572093,176736772,Huai Khwang,13.76703,100.58006,Entire home/apt,4000,10,0,,0.0,1,363,0,0,8000,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),,Unknown
31572975,214984794,Parthum Wan,13.74078,100.52561,Private room,2657,1,7,2020-02-28,0.15,10,339,0,1,69082,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),2.0,High Season
31573234,214984794,Parthum Wan,13.7428,100.52348,Private room,2514,1,13,2022-12-16,0.27,10,336,3,1,72906,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),12.0,High Season
31573351,214984794,Parthum Wan,13.74307,100.52509,Private room,2486,1,3,2022-12-09,0.06,10,337,1,1,69608,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),12.0,High Season
32025572,172962088,Phra Nakhon,13.76539,100.50377,Private room,2880,1,0,,0.0,6,362,0,0,8640,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
32026510,128943709,Vadhana,13.73935,100.58906,Entire home/apt,2100,21,1,2022-04-20,0.12,26,115,1,1,525000,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),4.0,Mid Season
31765930,229643033,Bang Rak,13.72677,100.52113,Private room,497,1,25,2022-12-12,0.52,3,76,6,1,143633,Pendek (1-7 hari),Rendah,Rendah (<100 hari),12.0,High Season
32027216,240125979,Parthum Wan,13.73908,100.54376,Entire home/apt,3950,2,25,2022-12-24,0.53,1,328,11,1,146150,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),12.0,High Season
32027819,128943709,Vadhana,13.74085,100.59063,Entire home/apt,2175,21,2,2022-07-05,0.28,26,174,2,1,415425,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),7.0,Low Season
31769596,131270916,Khlong San,13.72101,100.49314,Entire home/apt,1280,30,38,2022-05-27,0.8,33,341,2,1,30720,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),5.0,Low Season
32028337,128943709,Vadhana,13.74128,100.5892,Entire home/apt,2250,21,0,,0.0,26,133,0,0,522000,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),,Unknown
32028487,172962088,Vadhana,13.72746,100.5846,Private room,4230,1,0,,0.0,6,362,0,0,12690,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
32029861,183702740,Chatu Chak,13.83905,100.58243,Private room,600,180,0,,0.0,1,358,0,0,4200,Panjang (>30 hari),Rendah,Tinggi (>300 hari),,Unknown
31771701,131270916,Khlong San,13.72072,100.49456,Entire home/apt,1350,30,38,2022-11-27,0.8,33,36,3,1,444150,Sedang (8-30 hari),Sedang,Rendah (<100 hari),11.0,High Season
32031789,239273815,Huai Khwang,13.74927,100.5663,Entire home/apt,570,120,1,2020-01-25,0.03,1,0,0,1,208050,Panjang (>30 hari),Rendah,Rendah (<100 hari),1.0,High Season
31774761,234881965,Khlong Toei,13.73723,100.55211,Private room,370,1,5,2020-02-03,0.11,4,86,0,1,103230,Pendek (1-7 hari),Rendah,Rendah (<100 hari),2.0,High Season
32034850,225905502,Phra Khanong,13.69863,100.60182,Entire home/apt,686,1,67,2022-12-10,1.44,3,120,14,1,168070,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),12.0,High Season
32035051,42258971,Phaya Thai,13.77696,100.54285,Entire home/apt,1173,1,64,2022-12-25,1.35,5,227,16,1,161874,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
31811512,128943709,Vadhana,13.74108,100.59044,Entire home/apt,2175,21,3,2022-12-03,0.7,26,118,3,1,537225,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
31811975,146400810,Bueng Kum,13.82435,100.62972,Entire home/apt,2136,1,1,2022-08-14,0.22,1,90,1,1,587400,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),8.0,Low Season
32049146,172962088,Phra Nakhon,13.76253,100.50241,Private room,1665,1,0,,0.0,6,362,0,0,4995,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
32049945,37194944,Vadhana,13.74416,100.55685,Entire home/apt,7214,1,102,2022-12-18,2.18,8,316,39,1,353486,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),12.0,High Season
31812085,128943709,Vadhana,13.73924,100.59004,Entire home/apt,2100,21,0,,0.0,26,144,0,0,464100,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),,Unknown
31812416,48760682,Ratchathewi,13.75684,100.54244,Hotel room,1759,1,66,2022-11-18,1.39,11,359,18,1,10554,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),11.0,High Season
31812621,52161947,Khlong Toei,13.73469,100.55694,Entire home/apt,2057,1,29,2022-09-19,0.62,99,361,2,1,8228,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),9.0,Low Season
32050248,226941360,Vadhana,13.74071,100.55939,Hotel room,2805,1,0,,0.0,6,94,0,0,760155,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
32050892,208862211,Bang Na,13.67718,100.60748,Private room,1000,30,0,,0.0,1,69,0,0,296000,Sedang (8-30 hari),Rendah,Rendah (<100 hari),,Unknown
31814372,87678967,Vadhana,13.73609,100.56713,Hotel room,2200,2,5,2022-11-18,0.11,3,340,1,1,55000,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),11.0,High Season
31816665,228012667,Phaya Thai,13.76477,100.5454,Entire home/apt,1558,1,1,2019-02-09,0.02,17,360,0,1,7790,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),2.0,High Season
32052522,172962088,Ratchathewi,13.75999,100.538,Private room,1780,1,0,,0.0,6,362,0,0,5340,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
31818779,170719726,Suanluang,13.71157,100.60594,Entire home/apt,1500,2,0,,0.0,1,88,0,0,415500,Pendek (1-7 hari),Sedang,Rendah (<100 hari),,Unknown
32053288,152938941,Ratchathewi,13.75603,100.53491,Entire home/apt,1600,2,83,2022-12-06,1.76,4,140,15,1,360000,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
32053335,158654054,Khlong Toei,13.70467,100.59178,Entire home/apt,786,30,5,2022-01-02,0.11,27,330,1,1,27510,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),1.0,High Season
32053573,172962088,Vadhana,13.73396,100.56734,Private room,3680,1,0,,0.0,6,362,0,0,11040,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
32066342,240464468,Taling Chan,13.77485,100.43516,Private room,1000,1,7,2020-01-13,0.15,1,88,0,1,277000,Pendek (1-7 hari),Rendah,Rendah (<100 hari),1.0,High Season
32073085,97778275,Taling Chan,13.77681,100.42611,Private room,2214,1,7,2019-09-29,0.15,2,357,0,1,17712,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),9.0,Low Season
32073243,7208534,Pom Prap Sattru Phai,13.75111,100.51035,Private room,950,2,111,2022-12-27,2.35,5,126,35,1,227050,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),12.0,High Season
32073843,7208534,Pom Prap Sattru Phai,13.75111,100.51035,Private room,951,2,110,2022-12-15,2.32,5,136,23,1,217779,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),12.0,High Season
32074321,227076210,Khlong Toei,13.7184,100.58402,Shared room,2500,1,0,,0.0,1,88,0,0,692500,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
31573802,64618173,Bang Rak,13.72718,100.53171,Private room,1250,3,16,2020-02-02,0.34,1,0,0,1,456250,Pendek (1-7 hari),Sedang,Rendah (<100 hari),2.0,High Season
31820130,51640121,Bang Na,13.679,100.60989,Entire home/apt,1500,5,0,,0.0,3,165,0,0,300000,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),,Unknown
31574890,206822671,Phaya Thai,13.77608,100.54452,Entire home/apt,2999,3,63,2020-03-15,1.32,2,90,0,1,824725,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),3.0,Mid Season
31575494,155338254,Bangkok Noi,13.78044,100.47429,Private room,850,3,17,2022-07-25,0.36,1,332,4,1,28050,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),7.0,Low Season
31575664,202901844,Ratchathewi,13.7499,100.56288,Entire home/apt,1500,90,1,2019-01-18,0.02,1,91,0,1,411000,Panjang (>30 hari),Sedang,Rendah (<100 hari),1.0,High Season
31578690,115758511,Khlong Toei,13.72655,100.56587,Entire home/apt,2761,4,2,2022-12-15,1.4,22,66,2,1,825539,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),12.0,High Season
31578749,115758511,Khlong Toei,13.72603,100.56585,Hotel room,1771,1,21,2022-11-29,0.47,22,315,6,1,88550,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),11.0,High Season
31580244,28775498,Khlong Toei,13.72763,100.56182,Private room,1100,5,0,,0.0,2,59,0,0,336600,Pendek (1-7 hari),Sedang,Rendah (<100 hari),,Unknown
31580470,65078257,Sathon,13.72094,100.53134,Entire home/apt,623,28,35,2020-04-30,0.74,1,0,0,1,227395,Sedang (8-30 hari),Rendah,Rendah (<100 hari),4.0,Mid Season
32074906,57122581,Bang Rak,13.72432,100.52234,Entire home/apt,2424,3,16,2019-12-26,0.35,2,115,0,1,606000,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
31825013,19315013,Bang Rak,13.72284,100.51641,Private room,558,2,108,2022-12-21,2.29,4,311,29,1,30132,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
32082066,27205708,Khlong San,13.71954,100.49558,Entire home/apt,1900,26,0,,0.0,1,341,0,0,45600,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),,Unknown
32082068,240603715,Phra Khanong,13.70562,100.60874,Entire home/apt,1331,21,23,2022-11-30,0.5,31,180,7,1,246235,Sedang (8-30 hari),Sedang,Sedang (100-300 hari),11.0,High Season
32083940,240621587,Phaya Thai,13.78659,100.54549,Private room,1500,1,1,2019-08-30,0.02,1,180,0,1,277500,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),8.0,Low Season
32091936,191477654,Ratchathewi,13.76144,100.53998,Entire home/apt,1095,4,33,2022-11-27,0.7,7,172,7,1,211335,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),11.0,High Season
32099496,21393261,Khlong San,13.72123,100.5039,Entire home/apt,1000,20,5,2022-11-24,0.12,17,217,4,1,148000,Sedang (8-30 hari),Rendah,Sedang (100-300 hari),11.0,High Season
32101437,239469095,Khlong Toei,13.71484,100.59123,Private room,1857,1,18,2022-06-30,0.38,8,334,1,1,57567,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),6.0,Low Season
31837199,158654054,Khlong Toei,13.70338,100.59243,Entire home/apt,786,30,6,2022-07-08,0.13,27,355,1,1,7860,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),7.0,Low Season
32112076,35462876,Lak Si,13.8707,100.57983,Entire home/apt,3800,1,16,2020-11-22,0.34,9,365,0,1,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),11.0,High Season
31838328,236306083,Ratchathewi,13.75853,100.54016,Private room,1600,1,20,2020-01-17,0.42,6,161,0,1,326400,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),1.0,High Season
32114122,12464021,Khlong Toei,13.73537,100.55789,Entire home/apt,1200,1,149,2022-12-17,3.17,21,191,41,1,208800,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
32114218,12464021,Huai Khwang,13.76044,100.56944,Entire home/apt,2239,3,81,2022-12-16,1.71,21,127,7,1,532882,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
31838713,236306083,Ratchathewi,13.75991,100.54051,Private room,900,1,32,2022-09-20,0.68,6,144,3,1,198900,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),9.0,Low Season
32114334,240928041,Huai Khwang,13.75481,100.57301,Entire home/apt,4500,1,0,,0.0,1,89,0,0,1242000,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
31839506,236306083,Ratchathewi,13.7583,100.5421,Private room,900,1,28,2022-11-18,0.59,6,163,2,1,181800,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),11.0,High Season
31841140,83023551,Bang Rak,13.72728,100.52077,Private room,475,1,5,2020-02-20,0.11,8,358,0,1,3325,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),2.0,High Season
32115049,43389865,Bang Sue,13.80332,100.53405,Private room,1039,28,0,,0.0,3,90,0,0,285725,Sedang (8-30 hari),Sedang,Rendah (<100 hari),,Unknown
32115425,209239986,Huai Khwang,13.78818,100.57435,Private room,751,1,14,2020-01-01,0.3,6,360,0,1,3755,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),1.0,High Season
31865825,31314225,Vadhana,13.73934,100.57256,Entire home/apt,2039,4,53,2022-12-25,1.14,2,142,14,1,454697,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
31866015,237763185,Sathon,13.71515,100.53229,Private room,560,1,10,2022-12-07,0.23,5,164,5,1,112560,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),12.0,High Season
32115442,8794502,Ratchathewi,13.74896,100.55692,Entire home/apt,2279,1,2,2020-01-01,0.04,1,175,0,1,433010,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),1.0,High Season
32115839,240946661,Lat Krabang,13.7212,100.73416,Entire home/apt,1000,1,1,2019-04-01,0.02,1,179,0,1,186000,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),4.0,Mid Season
31580504,36278496,Yan na wa,13.71773,100.54903,Private room,800,2,0,,0.0,1,364,0,0,800,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),,Unknown
31582542,2973845,Khlong Toei,13.73554,100.55694,Entire home/apt,1900,1,8,2021-08-08,0.17,12,290,0,1,142500,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),8.0,Low Season
31584289,104122286,Phasi Charoen,13.71134,100.45016,Entire home/apt,750,1,5,2022-03-07,0.12,9,180,1,1,138750,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),3.0,Mid Season
31587159,19266319,Vadhana,13.71414,100.59408,Entire home/apt,1192,28,96,2022-11-28,2.02,36,310,15,1,65560,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),11.0,High Season
31868314,1310436,Khlong Toei,13.71627,100.57663,Entire home/apt,700,180,7,2019-10-01,0.15,2,363,0,1,1400,Panjang (>30 hari),Rendah,Tinggi (>300 hari),10.0,Low Season
31871728,115758511,Khlong Toei,13.72349,100.56578,Entire home/apt,2200,1,12,2022-12-20,0.27,22,83,8,1,620400,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),12.0,High Season
31873152,193189074,Bangkok Noi,13.76538,100.47458,Private room,2271,1,16,2022-11-20,0.34,5,363,2,1,4542,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),11.0,High Season
31599336,64263046,Thon buri,13.71043,100.48091,Entire home/apt,350,14,6,2021-07-10,0.13,1,132,0,1,81550,Sedang (8-30 hari),Rendah,Sedang (100-300 hari),7.0,Low Season
31873673,193189074,Bangkok Noi,13.76599,100.47276,Private room,2271,1,9,2020-01-29,0.19,5,365,0,1,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),1.0,High Season
31599884,55332507,Khlong Toei,13.73576,100.55626,Entire home/apt,2000,1,0,,0.0,2,0,0,0,730000,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
31877351,238920108,Bang Sue,13.82576,100.53105,Entire home/apt,3500,1,1,2019-03-13,0.02,1,88,0,1,969500,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),3.0,Mid Season
31601528,100972162,Vadhana,13.74114,100.58951,Entire home/apt,1400,30,0,,0.0,8,284,0,0,113400,Sedang (8-30 hari),Sedang,Sedang (100-300 hari),,Unknown
32246252,171082741,Huai Khwang,13.78083,100.57776,Hotel room,2500,2,0,,0.0,22,180,0,0,462500,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),,Unknown
31887239,152785309,Ratchathewi,13.75017,100.54221,Entire home/apt,3231,4,47,2022-10-19,0.99,3,323,1,1,135702,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),10.0,Low Season
31888699,239027368,Chom Thong,13.71105,100.46393,Entire home/apt,1415,3,0,,0.0,1,90,0,0,389125,Pendek (1-7 hari),Sedang,Rendah (<100 hari),,Unknown
31893493,239063794,Taling Chan,13.77912,100.4552,Private room,2000,1,1,2019-06-12,0.02,1,178,0,1,374000,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),6.0,Low Season
32118277,240964304,Phaya Thai,13.79468,100.54911,Private room,615,2,50,2020-02-13,1.06,1,86,0,1,171585,Pendek (1-7 hari),Rendah,Rendah (<100 hari),2.0,High Season
31894504,236306083,Ratchathewi,13.75955,100.54216,Private room,2200,1,5,2022-11-19,0.11,6,154,1,1,464200,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),11.0,High Season
32118803,239469095,Khlong Toei,13.71484,100.59117,Entire home/apt,2326,1,50,2022-12-22,1.06,8,96,11,1,625694,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),12.0,High Season
32126314,95548084,Huai Khwang,13.79341,100.57585,Entire home/apt,9739,1,44,2022-12-11,0.98,25,73,11,1,2843788,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),12.0,High Season
31896899,31146451,Bang Khae,13.71373,100.4055,Entire home/apt,700,30,23,2022-11-30,0.49,1,17,2,1,243600,Sedang (8-30 hari),Rendah,Rendah (<100 hari),11.0,High Season
32134317,125802969,Khlong Toei,13.71197,100.5928,Entire home/apt,3218,30,0,,0.0,1,19,0,0,1113428,Sedang (8-30 hari),Tinggi,Rendah (<100 hari),,Unknown
31908763,229643033,Bang Rak,13.72675,100.5211,Private room,650,1,2,2020-01-03,0.05,3,87,0,1,180700,Pendek (1-7 hari),Rendah,Rendah (<100 hari),1.0,High Season
32134690,34490141,Phra Khanong,13.68586,100.60673,Private room,630,2,1,2019-12-30,0.03,4,180,0,1,116550,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),12.0,High Season
32148449,48760682,Ratchathewi,13.75859,100.54211,Hotel room,2089,1,9,2020-03-09,0.19,11,359,0,1,12534,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),3.0,Mid Season
31909637,76077432,Bang Phlat,13.79905,100.5068,Entire home/apt,420,31,5,2022-01-03,0.11,11,0,1,1,153300,Panjang (>30 hari),Rendah,Rendah (<100 hari),1.0,High Season
32149117,231404353,Ratchathewi,13.75148,100.53455,Private room,790,1,5,2022-10-26,0.14,6,351,4,1,11060,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),10.0,Low Season
32153987,238195812,Phra Khanong,13.6882,100.6078,Private room,537,5,25,2022-12-13,0.53,13,150,10,1,115455,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),12.0,High Season
32155851,239099126,Huai Khwang,13.76759,100.58638,Private room,2000,1,1,2019-02-10,0.02,1,365,0,1,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),2.0,High Season
32157382,178563492,Khlong Toei,13.71805,100.57511,Private room,1280,90,9,2019-12-28,0.19,1,363,0,1,2560,Panjang (>30 hari),Sedang,Tinggi (>300 hari),12.0,High Season
32159228,103275490,Bang Kho laen,13.6942,100.49302,Entire home/apt,2942,2,87,2022-12-21,1.89,1,213,29,1,447184,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
32161980,228866418,Suanluang,13.74489,100.63294,Private room,814,1,1,2019-04-08,0.02,7,365,0,1,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),4.0,Mid Season
32169750,156439429,Khlong Toei,13.72434,100.56657,Entire home/apt,1819,2,51,2022-12-22,1.08,3,58,22,1,558433,Pendek (1-7 hari),Sedang,Rendah (<100 hari),12.0,High Season
32246923,242012346,Taling Chan,13.78523,100.45962,Private room,450,30,0,,0.0,1,180,0,0,83250,Sedang (8-30 hari),Rendah,Sedang (100-300 hari),,Unknown
32247620,234983307,Khlong Toei,13.73454,100.55691,Entire home/apt,2047,2,162,2022-12-13,3.44,9,219,61,1,298862,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
32248010,242022662,Dusit,13.78862,100.51511,Entire home/apt,4000,2,53,2022-12-22,1.22,1,270,22,1,380000,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
31909757,76077432,Bang Phlat,13.7994,100.50693,Entire home/apt,420,31,9,2021-05-01,0.19,11,0,0,1,153300,Panjang (>30 hari),Rendah,Rendah (<100 hari),5.0,Low Season
31910622,239225756,Bang Kapi,13.76456,100.65366,Private room,1200,1,1,2019-02-07,0.02,1,181,0,1,220800,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),2.0,High Season
32248173,149772012,Phra Nakhon,13.750158,100.498688,Entire home/apt,3393,2,72,2022-12-23,1.55,1,220,33,1,491985,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
32251879,234983307,Khlong Toei,13.73574,100.55875,Entire home/apt,1985,2,153,2022-12-22,3.28,9,236,49,1,256065,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
32251981,171082741,Huai Khwang,13.78052,100.57591,Hotel room,1449,2,0,,0.0,22,365,0,0,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
32252075,171082741,Huai Khwang,13.78031,100.5779,Hotel room,1999,2,0,,0.0,22,180,0,0,369815,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),,Unknown
32271577,171082741,Huai Khwang,13.78243,100.57626,Hotel room,2599,2,0,,0.0,22,86,0,0,725121,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
32271758,171082741,Huai Khwang,13.78115,100.57809,Hotel room,2699,2,0,,0.0,22,90,0,0,742225,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
32271812,171082741,Huai Khwang,13.78222,100.57579,Hotel room,6199,2,1,2019-04-01,0.02,22,180,0,1,1146815,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),4.0,Mid Season
32271886,171082741,Huai Khwang,13.78041,100.57758,Hotel room,2199,2,0,,0.0,22,86,0,0,613521,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
32271931,171082741,Huai Khwang,13.7826,100.57758,Hotel room,2100,2,0,,0.0,22,180,0,0,388500,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),,Unknown
32273776,171082741,Huai Khwang,13.78094,100.57581,Hotel room,2199,2,0,,0.0,22,90,0,0,604725,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),,Unknown
32275224,44228552,Huai Khwang,13.77034,100.58838,Private room,3117,1,1,2019-02-23,0.02,5,359,0,1,18702,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),2.0,High Season
32275745,145483437,Bangkok Noi,13.75547,100.47301,Private room,500,1,8,2022-12-08,0.17,2,340,4,1,12500,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
