id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,has_review,estimated_revenue,minimum_nights_category,price_category,availability_category,month,season
27934,120437,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,3,65,2020-01-06,0.5,2,353,0,1,22860,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),1.0,High Season
27979,120541,Bang Na,13.66818,100.61674,Private room,1316,1,0,,0.0,2,358,0,0,9212,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
28745,123784,Bang Kapi,13.75232,100.62402,Private room,800,60,0,,0.0,1,365,0,0,0,Panjang (>30 hari),Rendah,Tinggi (>300 hari),,Unknown
35780,153730,Din Daeng,13.78823,100.57256,Private room,1286,7,2,2022-04-01,0.03,1,323,1,1,54012,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),4.0,Mid Season
941865,610315,Bang Kapi,13.76872,100.63338,Private room,1905,1,0,,0.0,3,365,0,0,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
1704776,2129668,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,19,2017-08-03,0.17,41,365,0,1,0,Panjang (>30 hari),Rendah,Tinggi (>300 hari),8.0,Low Season
48736,222005,Rat Burana,13.68556,100.49535,Private room,1558,3,1,2014-02-03,0.01,1,365,0,1,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),2.0,High Season
1738669,7045870,Chatu Chak,13.82925,100.56737,Entire home/apt,1461,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
1744248,9181769,Chatu Chak,13.81693,100.56433,Entire home/apt,1558,3,10,2016-03-29,0.09,1,365,0,1,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),3.0,Mid Season
952677,5171292,Khlong San,13.7204,100.50757,Private room,700,2,4,2019-12-27,0.03,10,87,0,1,194600,Pendek (1-7 hari),Rendah,Rendah (<100 hari),12.0,High Season
55681,263049,Bang Rak,13.71934,100.5176,Private room,1150,2,27,2019-01-03,0.19,7,320,0,1,51750,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),1.0,High Season
1765918,9279712,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,2022-09-30,1.17,1,356,1,1,17037,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),9.0,Low Season
55686,263049,Sathon,13.71802,100.51539,Hotel room,1862,2,208,2019-12-02,1.44,7,361,0,1,7448,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),12.0,High Season
59221,284095,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,2018-07-30,0.02,2,365,0,1,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),7.0,Low Season
959254,5153476,Khlong Toei,13.71516,100.56806,Entire home/apt,1400,30,0,,0.0,1,365,0,0,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),,Unknown
62217,302658,Phaya Thai,13.79152,100.53982,Private room,4156,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
1791481,9399478,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,30,78,2019-05-31,0.78,1,330,0,1,55195,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),5.0,Low Season
105042,545890,Khlong Toei,13.73378,100.56303,Entire home/apt,5680,28,148,2020-01-07,1.08,1,334,0,1,176080,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),1.0,High Season
1793000,9407280,Vadhana,13.74668,100.56137,Entire home/apt,5034,21,287,2022-11-22,2.59,1,349,3,1,80544,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),11.0,High Season
113744,578110,Rat Burana,13.68568,100.49231,Private room,1385,30,0,,0.0,1,365,0,0,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),,Unknown
965722,5265861,Vadhana,13.74444,100.57003,Private room,3775,30,3,2018-12-24,0.05,1,364,0,1,3775,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),12.0,High Season
1808600,9478184,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,60,83,2018-09-12,0.75,1,55,0,1,644180,Panjang (>30 hari),Tinggi,Rendah (<100 hari),9.0,Low Season
118118,596463,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,2,3,2013-10-09,0.02,1,364,0,1,1732,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),10.0,Low Season
1816517,8492603,Ratchathewi,13.75351,100.53308,Entire home/apt,2000,27,76,2018-04-05,0.7,1,263,0,1,204000,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),4.0,Mid Season
969792,5297436,Ratchathewi,13.7547,100.53268,Entire home/apt,3082,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
121410,610315,Bang Kapi,13.76747,100.63287,Private room,1190,1,0,,0.0,3,365,0,0,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
145343,703944,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,2022-11-25,0.28,1,349,13,1,21264,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),11.0,High Season
973830,5325919,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,2019-12-31,0.64,3,350,0,1,31170,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),12.0,High Season
156583,58920,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2022-11-25,0.47,2,95,2,1,317520,Pendek (1-7 hari),Sedang,Rendah (<100 hari),11.0,High Season
1823321,9545111,Wang Thong Lang,13.78938,100.6134,Private room,600,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),,Unknown
159854,766443,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,2022-12-08,1.58,3,207,7,1,262122,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
976690,5344120,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,2022-11-15,0.77,4,336,2,1,40600,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),11.0,High Season
978531,5309669,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,2018-12-18,0.03,3,174,0,1,1036939,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
166267,58920,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,2022-11-30,0.54,2,156,5,1,385187,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),11.0,High Season
169285,806600,Huai Khwang,13.78118,100.58349,Private room,1316,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
978969,5358785,Vadhana,13.73224,100.57803,Entire home/apt,1870,4,5,2019-11-10,0.05,1,331,0,1,63580,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),11.0,High Season
1842066,9626074,Bang Rak,13.72287,100.51678,Private room,2500,180,15,2015-12-08,0.14,1,88,0,1,692500,Panjang (>30 hari),Tinggi,Rendah (<100 hari),12.0,High Season
169514,729617,Vadhana,13.74464,100.55784,Entire home/apt,1732,90,0,,0.0,1,365,0,0,0,Panjang (>30 hari),Sedang,Tinggi (>300 hari),,Unknown
1849029,9652914,Vadhana,13.7137,100.59637,Entire home/apt,1300,30,7,2018-12-18,0.06,1,365,0,1,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),12.0,High Season
1862089,1927968,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,2022-12-07,3.77,37,355,1,1,12000,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),12.0,High Season
985743,5309669,Sathon,13.71803,100.54654,Private room,3500,3,0,,0.0,3,363,0,0,7000,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
988373,5325919,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,2022-12-15,0.8,3,339,10,1,46670,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),12.0,High Season
172332,822284,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,2019-02-20,0.17,7,145,0,1,220000,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),2.0,High Season
1016487,5594281,Chatu Chak,13.82148,100.58326,Private room,350,30,0,,0.0,1,365,0,0,0,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),,Unknown
1862331,8214044,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,2022-12-15,2.59,8,350,7,1,21750,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),12.0,High Season
1862377,8214044,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,2022-12-11,3.0,8,331,9,1,40800,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),12.0,High Season
1887544,6132593,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,2022-11-30,1.07,7,134,12,1,867867,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),11.0,High Season
1888303,9821998,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,11,2018-07-02,0.15,1,16,0,1,520010,Pendek (1-7 hari),Sedang,Rendah (<100 hari),7.0,Low Season
1019241,3323622,Bang Rak,13.72687,100.52725,Entire home/apt,2701,30,104,2020-02-20,0.89,1,0,0,1,985865,Sedang (8-30 hari),Tinggi,Rendah (<100 hari),2.0,High Season
241416,960892,Phra Khanong,13.70169,100.5977,Private room,2251,3,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
1026451,3346331,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,2022-12-15,4.02,7,320,29,1,38970,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
1028469,2148220,Sathon,13.71602,100.52663,Private room,2696,1,0,,0.0,3,356,0,0,24264,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
1028486,2148220,Sathon,13.71798,100.52841,Private room,1736,1,4,2014-11-12,0.04,3,356,0,1,15624,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),11.0,High Season
1897982,8362130,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,1,43,2020-03-03,0.39,2,365,0,1,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),3.0,Mid Season
296960,175729,Chatu Chak,13.80926,100.56892,Entire home/apt,900,358,56,2019-08-04,0.43,1,365,0,1,0,Panjang (>30 hari),Rendah,Tinggi (>300 hari),8.0,Low Season
1898332,4837310,Bang Na,13.67805,100.62451,Private room,400,180,0,,0.0,1,364,0,0,400,Panjang (>30 hari),Rendah,Tinggi (>300 hari),,Unknown
313459,1611711,Khlong Toei,13.71513,100.5683,Private room,2226,1,0,,0.0,1,364,0,0,2226,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
1052180,5793490,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,2022-12-18,0.27,6,59,4,1,272340,Pendek (1-7 hari),Rendah,Rendah (<100 hari),12.0,High Season
1926489,9434109,Bang Na,13.67998,100.61074,Entire home/apt,1500,29,0,,0.0,1,365,0,0,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),,Unknown
320014,843854,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,2022-09-20,0.51,1,167,1,1,342936,Sedang (8-30 hari),Sedang,Sedang (100-300 hari),9.0,Low Season
1933894,9509219,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,2022-11-28,0.03,8,180,2,1,627890,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),11.0,High Season
1057173,5822937,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,2022-12-05,1.54,1,219,5,1,134612,Sedang (8-30 hari),Rendah,Sedang (100-300 hari),12.0,High Season
1060320,5171292,Khlong San,13.72214,100.50752,Shared room,350,1,12,2020-02-08,0.12,10,87,0,1,97300,Pendek (1-7 hari),Rendah,Rendah (<100 hari),2.0,High Season
384924,1667508,Ratchathewi,13.74902,100.55652,Entire home/apt,866,90,94,2022-08-31,0.75,1,142,1,1,193118,Panjang (>30 hari),Rendah,Sedang (100-300 hari),8.0,Low Season
1067748,4154759,Sathon,13.71498,100.53312,Private room,1543,1,40,2022-12-09,0.46,4,149,10,1,333288,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
1077493,5929404,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,2022-09-01,0.33,2,176,1,1,300321,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),9.0,Low Season
1943048,9906827,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,2022-12-06,2.72,1,129,19,1,299956,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
385130,1927968,Sathon,13.72062,100.54707,Entire home/apt,800,1,396,2020-04-30,3.02,37,361,0,1,3200,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),4.0,Mid Season
385278,1928343,Rat Burana,13.68426,100.49841,Private room,1558,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
385979,1681901,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,80,2020-01-28,0.62,1,330,0,1,61145,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),1.0,High Season
390611,807406,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,2022-11-28,1.45,1,230,13,1,107595,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),11.0,High Season
1947314,10070953,Vadhana,13.71012,100.60281,Entire home/apt,6926,1,1,2019-01-13,0.02,1,364,0,1,6926,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),1.0,High Season
1079039,5935474,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,,0.0,1,180,0,0,216265,Sedang (8-30 hari),Sedang,Sedang (100-300 hari),,Unknown
1086843,4937984,Phra Nakhon,13.75135,100.49447,Shared room,5195,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
393066,1927968,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,2022-10-01,3.39,37,334,10,1,25699,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),10.0,Low Season
397449,263049,Sathon,13.71782,100.51622,Private room,950,1,39,2022-10-01,0.3,7,301,2,1,60800,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),10.0,Low Season
405662,1425515,Vadhana,13.73816,100.56495,Entire home/apt,1400,28,32,2022-10-31,0.25,2,120,5,1,343000,Sedang (8-30 hari),Sedang,Sedang (100-300 hari),10.0,Low Season
1088343,5981006,Vadhana,13.7104,100.60171,Entire home/apt,2355,30,19,2020-01-04,0.17,1,356,0,1,21195,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),1.0,High Season
1094136,5793490,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,2022-11-26,0.18,6,75,1,1,284200,Pendek (1-7 hari),Rendah,Rendah (<100 hari),11.0,High Season
1961981,10138065,Sathon,13.72157,100.54509,Shared room,330,1,82,2019-12-09,0.83,3,358,0,1,2310,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
407381,1463818,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,2022-09-14,0.15,1,44,1,1,1200540,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),9.0,Low Season
1975849,8480912,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,2022-09-01,0.27,1,145,4,1,220000,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),9.0,Low Season
1133843,6220137,Thon buri,13.72646255738608,100.49129336748284,Private room,800,1,0,,0.0,1,365,0,0,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),,Unknown
413824,1927968,Sathon,13.72062,100.54707,Entire home/apt,800,1,325,2020-03-14,2.67,37,358,0,1,5600,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),3.0,Mid Season
428360,2129668,Yan na wa,13.69673,100.53202,Entire home/apt,1143,200,35,2019-03-04,0.27,41,365,0,1,0,Panjang (>30 hari),Sedang,Tinggi (>300 hari),3.0,Mid Season
428421,2129668,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,2018-10-24,0.31,41,365,0,1,0,Panjang (>30 hari),Rendah,Tinggi (>300 hari),10.0,Low Season
428907,2129668,Bang Kho laen,13.69977,100.52652,Entire home/apt,831,365,14,2013-11-01,0.11,41,270,0,1,78945,Panjang (>30 hari),Rendah,Sedang (100-300 hari),11.0,High Season
428950,2129668,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,2022-12-14,1.0,41,365,5,1,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
430691,2129668,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,2016-11-05,0.23,41,365,0,1,0,Panjang (>30 hari),Rendah,Tinggi (>300 hari),11.0,High Season
430703,2129668,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,2022-11-13,0.38,41,346,3,1,16910,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),11.0,High Season
430706,2129668,Bang Kho laen,13.70086,100.52276,Entire home/apt,1211,365,8,2013-06-28,0.07,41,365,0,1,0,Panjang (>30 hari),Sedang,Tinggi (>300 hari),6.0,Low Season
432004,2148220,Sathon,13.71922,100.5255,Private room,1736,1,14,2017-02-23,0.12,3,356,0,1,15624,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),2.0,High Season
439051,2122791,Yan na wa,13.67317,100.54406,Hotel room,1558,2,120,2020-02-28,0.93,1,361,0,1,6232,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),2.0,High Season
1138679,4877320,Suanluang,13.71119,100.63334,Entire home/apt,970,21,1,2013-07-01,0.01,2,272,0,1,90210,Sedang (8-30 hari),Rendah,Sedang (100-300 hari),7.0,Low Season
1976962,10204823,Yan na wa,13.70497,100.55134,Private room,2500,1,0,,0.0,1,364,0,0,2500,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
449782,2129668,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,2022-10-30,0.47,41,162,1,1,188587,Pendek (1-7 hari),Rendah,Sedang (100-300 hari),10.0,Low Season
449826,2129668,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,2018-03-31,0.31,41,347,0,1,12060,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),3.0,Mid Season
450464,2129668,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,2022-12-12,0.4,41,359,3,1,4320,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
527553,2592798,Chatu Chak,13.82841,100.57103,Entire home/apt,1004,2,24,2018-07-22,0.19,2,0,0,1,366460,Pendek (1-7 hari),Rendah,Rendah (<100 hari),7.0,Low Season
1980886,10222460,Phra Khanong,13.6937,100.59897,Entire home/apt,1385,3,0,,0.0,1,364,0,0,1385,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),,Unknown
1982413,3346331,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,2022-12-15,3.67,7,304,19,1,49471,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
1986193,10246374,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,2022-12-16,0.05,3,62,1,1,606000,Pendek (1-7 hari),Tinggi,Rendah (<100 hari),12.0,High Season
2018775,7454779,Sathon,13.720317,100.54586,Private room,1629,4,4,2022-10-23,0.7,7,82,4,1,461007,Pendek (1-7 hari),Sedang,Rendah (<100 hari),10.0,Low Season
2064413,8664261,Sathon,13.71659,100.51588,Private room,835,1,0,,0.0,7,365,0,0,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),,Unknown
2065054,8664261,Sathon,13.71655,100.51384,Private room,926,1,1,2019-04-13,0.02,7,365,0,1,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),4.0,Mid Season
2065536,8664261,Sathon,13.71496,100.51406,Private room,866,1,0,,0.0,7,365,0,0,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),,Unknown
2065699,8664261,Sathon,13.718,100.51573,Private room,650,1,0,,0.0,7,365,0,0,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),,Unknown
2067731,8664261,Sathon,13.71662,100.51572,Shared room,866,1,2,2019-01-01,0.03,7,365,0,1,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),1.0,High Season
1141969,6262801,Bang Rak,13.72687,100.52326,Entire home/apt,5887,30,8,2019-01-22,0.07,1,358,0,1,41209,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),1.0,High Season
1160838,1513875,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,2022-12-18,1.15,4,342,56,1,59133,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),12.0,High Season
1187726,5402740,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,18,2021-03-15,0.41,1,323,0,1,42000,Panjang (>30 hari),Rendah,Tinggi (>300 hari),3.0,Mid Season
534241,2625384,Chatu Chak,13.80994,100.5651,Entire home/apt,4156,30,0,,0.0,1,348,0,0,70652,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),,Unknown
1206077,6586465,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,9,34,2021-05-17,0.32,1,167,0,1,761706,Sedang (8-30 hari),Tinggi,Sedang (100-300 hari),5.0,Low Season
1208204,766443,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,2022-12-14,1.83,3,130,20,1,348975,Pendek (1-7 hari),Sedang,Sedang (100-300 hari),12.0,High Season
2068795,9390848,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2022-12-20,2.97,1,154,2,1,593754,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),12.0,High Season
580270,1927968,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,2022-11-25,0.95,37,346,11,1,13433,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),11.0,High Season
581755,2864425,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,2013-12-03,0.01,1,364,0,1,1316,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),12.0,High Season
2068972,10581237,Bang Rak,13.72225,100.51642,Private room,2061,30,11,2015-09-02,0.1,4,365,0,1,0,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),9.0,Low Season
2069445,10581237,Bang Rak,13.72221,100.51568,Private room,2061,30,3,2015-09-01,0.03,4,365,0,1,0,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),9.0,Low Season
2070131,1780407,Phra Khanong,13.69821,100.60626,Entire home/apt,600,120,77,2022-11-30,0.7,6,244,2,1,72600,Panjang (>30 hari),Rendah,Sedang (100-300 hari),11.0,High Season
605314,1927968,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,2022-12-08,3.39,37,344,10,1,15750,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
1218098,6647138,Lak Si,13.88974,100.56257,Private room,800,1,27,2016-04-08,0.23,4,353,0,1,9600,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),4.0,Mid Season
605343,1927968,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,2022-12-13,1.84,37,349,4,1,11088,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
1218842,6648722,Phaya Thai,13.78148,100.54868,Private room,1088,2,1,2019-01-04,0.02,2,365,0,1,0,Pendek (1-7 hari),Sedang,Tinggi (>300 hari),1.0,High Season
608624,2940438,Thon buri,13.71699,100.4783,Entire home/apt,2000,7,0,,0.0,19,354,0,0,22000,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
688013,1780407,Bang Na,13.67926,100.61655,Entire home/apt,808,29,147,2022-11-30,1.18,6,317,2,1,38784,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),11.0,High Season
691478,3533863,Phaya Thai,13.78887,100.56009,Entire home/apt,500,30,4,2012-12-15,0.03,1,365,0,1,0,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),12.0,High Season
715652,3687435,Din Daeng,13.78777,100.56551,Entire home/apt,866,1,6,2015-10-18,0.05,1,365,0,1,0,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),10.0,Low Season
1227663,5469059,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,2022-12-04,1.03,1,54,1,1,963167,Sedang (8-30 hari),Tinggi,Rendah (<100 hari),12.0,High Season
2071610,9701189,Phaya Thai,13.78686,100.54951,Entire home/apt,850,30,14,2020-01-10,0.13,1,362,0,1,2550,Sedang (8-30 hari),Rendah,Tinggi (>300 hari),1.0,High Season
722291,1810415,Sathon,13.72109,100.53915,Entire home/apt,1212,300,35,2022-06-17,0.31,3,271,3,1,113928,Panjang (>30 hari),Sedang,Sedang (100-300 hari),6.0,Low Season
2075095,368001,Phra Nakhon,13.76473,100.49718,Entire home/apt,935,30,34,2022-06-19,0.31,1,255,1,1,102850,Sedang (8-30 hari),Rendah,Sedang (100-300 hari),6.0,Low Season
1235695,4583001,Phaya Thai,13.78761,100.55319,Entire home/apt,623,365,0,,0.0,2,365,0,0,0,Panjang (>30 hari),Rendah,Tinggi (>300 hari),,Unknown
722660,3734436,Sathon,13.70644,100.52544,Entire home/apt,1212,21,0,,0.0,2,365,0,0,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),,Unknown
1244333,2087671,Phaya Thai,13.79221,100.54631,Private room,399,1,33,2020-03-15,0.78,1,0,0,1,145635,Pendek (1-7 hari),Rendah,Rendah (<100 hari),3.0,Mid Season
2076867,10613827,Chatu Chak,13.79844,100.55726,Entire home/apt,591,365,0,,0.0,1,365,0,0,0,Panjang (>30 hari),Rendah,Tinggi (>300 hari),,Unknown
2077641,10581237,Bang Rak,13.72007,100.51711,Private room,1300,30,3,2015-01-01,0.03,4,365,0,1,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),1.0,High Season
2077825,10581237,Bang Rak,13.72063,100.51611,Private room,1300,30,0,,0.0,4,365,0,0,0,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),,Unknown
723070,3734436,Sathon,13.72075,100.53993,Entire home/apt,1558,21,2,2018-12-05,0.04,2,364,0,1,1558,Sedang (8-30 hari),Sedang,Tinggi (>300 hari),12.0,High Season
729015,3785867,Khlong San,13.72077,100.51202,Entire home/apt,3281,360,37,2018-04-30,0.3,2,364,0,1,3281,Panjang (>30 hari),Tinggi,Tinggi (>300 hari),4.0,Mid Season
2084034,10297749,Vadhana,13.73332,100.57099,Entire home/apt,2220,21,58,2022-11-18,0.53,2,346,2,1,42180,Sedang (8-30 hari),Tinggi,Tinggi (>300 hari),11.0,High Season
1255386,6838199,Dusit,13.77073,100.50478,Private room,7500,1,0,,0.0,3,365,0,0,0,Pendek (1-7 hari),Tinggi,Tinggi (>300 hari),,Unknown
1296322,2129668,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,2022-12-14,1.79,41,355,6,1,7030,Pendek (1-7 hari),Rendah,Tinggi (>300 hari),12.0,High Season
736372,3843977,Vadhana,13.74283,100.58651,Entire home/apt,1974,180,0,,0.0,1,365,0,0,0,Panjang (>30 hari),Tinggi,Tinggi (>300 hari),,Unknown
1302302,6132593,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,2022-11-11,1.19,7,144,3,1,830297,Pendek (1-7 hari),Tinggi,Sedang (100-300 hari),11.0,High Season
1316688,5394070,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,30,81,2022-10-07,0.72,1,0,3,1,543485,Sedang (8-30 hari),Sedang,Rendah (<100 hari),10.0,Low Season
